Changed directory to /rds/user/tdb47/hpc-work/planning/thinker_private_planning/probing.

JobID: 58393844
======
Time: Wed Aug  7 22:57:37 BST 2024
Running on master node: gpu-q-17
Current directory: /rds/user/tdb47/hpc-work/planning/thinker_private_planning/probing

Nodes allocated:
================
gpu-q-17

numtasks=1, numnodes=1, mpi_tasks_per_node=1 (OMP_NUM_THREADS=1)

Executing command:
==================
python create_probe_dataset.py --env_name probing- --model_name 10m --num_episodes 5000 --pct_train 0.6 


Initializing env 0 with device cpu
Data collected from episode 2418 with episode length of 24
Data collected from episode 2419 with episode length of 28
Data collected from episode 2420 with episode length of 116
Data collected from episode 2421 with episode length of 119
Data collected from episode 2422 with episode length of 33
Data collected from episode 2423 with episode length of 61
Data collected from episode 2424 with episode length of 119
Data collected from episode 2425 with episode length of 117
Data collected from episode 2426 with episode length of 119
Data collected from episode 2427 with episode length of 115
Data collected from episode 2428 with episode length of 119
Data collected from episode 2429 with episode length of 116
Data collected from episode 2430 with episode length of 119
Data collected from episode 2431 with episode length of 116
Data collected from episode 2432 with episode length of 48
Data collected from episode 2433 with episode length of 116
Data collected from episode 2434 with episode length of 118
Data collected from episode 2435 with episode length of 117
Data collected from episode 2436 with episode length of 119
Data collected from episode 2437 with episode length of 19
Data collected from episode 2438 with episode length of 117
Data collected from episode 2439 with episode length of 117
Data collected from episode 2440 with episode length of 119
Data collected from episode 2441 with episode length of 120
Data collected from episode 2442 with episode length of 40
Data collected from episode 2443 with episode length of 118
Data collected from episode 2444 with episode length of 117
Data collected from episode 2445 with episode length of 117
Data collected from episode 2446 with episode length of 119
Data collected from episode 2447 with episode length of 115
Data collected from episode 2448 with episode length of 35
Data collected from episode 2449 with episode length of 118
Data collected from episode 2450 with episode length of 116
Data collected from episode 2451 with episode length of 115
Data collected from episode 2452 with episode length of 118
Data collected from episode 2453 with episode length of 33
Data collected from episode 2454 with episode length of 116
Data collected from episode 2455 with episode length of 36
Data collected from episode 2456 with episode length of 34
Data collected from episode 2457 with episode length of 118
Data collected from episode 2458 with episode length of 115
Data collected from episode 2459 with episode length of 117
Data collected from episode 2460 with episode length of 120
Data collected from episode 2461 with episode length of 28
Data collected from episode 2462 with episode length of 116
Data collected from episode 2463 with episode length of 120
Data collected from episode 2464 with episode length of 117
Data collected from episode 2465 with episode length of 115
Data collected from episode 2466 with episode length of 115
Data collected from episode 2467 with episode length of 72
Data collected from episode 2468 with episode length of 115
Data collected from episode 2469 with episode length of 117
Data collected from episode 2470 with episode length of 117
Data collected from episode 2471 with episode length of 115
Data collected from episode 2472 with episode length of 47
Data collected from episode 2473 with episode length of 119
Data collected from episode 2474 with episode length of 119
Data collected from episode 2475 with episode length of 53
Data collected from episode 2476 with episode length of 120
Data collected from episode 2477 with episode length of 117
Data collected from episode 2478 with episode length of 120
Data collected from episode 2479 with episode length of 117
Data collected from episode 2480 with episode length of 115
Data collected from episode 2481 with episode length of 115
Data collected from episode 2482 with episode length of 117
Data collected from episode 2483 with episode length of 119
Data collected from episode 2484 with episode length of 115
Data collected from episode 2485 with episode length of 53
Data collected from episode 2486 with episode length of 116
Data collected from episode 2487 with episode length of 116
Data collected from episode 2488 with episode length of 119
Data collected from episode 2489 with episode length of 120
Data collected from episode 2490 with episode length of 120
Data collected from episode 2491 with episode length of 116
Data collected from episode 2492 with episode length of 115
Data collected from episode 2493 with episode length of 116
Data collected from episode 2494 with episode length of 120
Data collected from episode 2495 with episode length of 118
Data collected from episode 2496 with episode length of 33
Data collected from episode 2497 with episode length of 29
Data collected from episode 2498 with episode length of 119
Data collected from episode 2499 with episode length of 115
Data collected from episode 2500 with episode length of 40
Data collected from episode 2501 with episode length of 116
Data collected from episode 2502 with episode length of 115
Data collected from episode 2503 with episode length of 116
Data collected from episode 2504 with episode length of 119
Data collected from episode 2505 with episode length of 116
Data collected from episode 2506 with episode length of 118
Data collected from episode 2507 with episode length of 35
Data collected from episode 2508 with episode length of 115
Data collected from episode 2509 with episode length of 34
Data collected from episode 2510 with episode length of 120
Data collected from episode 2511 with episode length of 118
Data collected from episode 2512 with episode length of 32
Data collected from episode 2513 with episode length of 117
Data collected from episode 2514 with episode length of 120
Data collected from episode 2515 with episode length of 118
Data collected from episode 2516 with episode length of 37
Data collected from episode 2517 with episode length of 117
Data collected from episode 2518 with episode length of 119
Data collected from episode 2519 with episode length of 118
Data collected from episode 2520 with episode length of 119
Data collected from episode 2521 with episode length of 117
Data collected from episode 2522 with episode length of 115
Data collected from episode 2523 with episode length of 117
Data collected from episode 2524 with episode length of 44
Data collected from episode 2525 with episode length of 120
Data collected from episode 2526 with episode length of 45
Data collected from episode 2527 with episode length of 32
Data collected from episode 2528 with episode length of 117
Data collected from episode 2529 with episode length of 115
Data collected from episode 2530 with episode length of 19
Data collected from episode 2531 with episode length of 38
Data collected from episode 2532 with episode length of 115
Data collected from episode 2533 with episode length of 117
Data collected from episode 2534 with episode length of 28
Data collected from episode 2535 with episode length of 41
Data collected from episode 2536 with episode length of 18
Data collected from episode 2537 with episode length of 117
Data collected from episode 2538 with episode length of 116
Data collected from episode 2539 with episode length of 52
Data collected from episode 2540 with episode length of 115
Data collected from episode 2541 with episode length of 116
Data collected from episode 2542 with episode length of 115
Data collected from episode 2543 with episode length of 118
Data collected from episode 2544 with episode length of 117
Data collected from episode 2545 with episode length of 30
Data collected from episode 2546 with episode length of 120
Data collected from episode 2547 with episode length of 118
Data collected from episode 2548 with episode length of 22
Data collected from episode 2549 with episode length of 115
Data collected from episode 2550 with episode length of 15
Data collected from episode 2551 with episode length of 56
Data collected from episode 2552 with episode length of 42
Data collected from episode 2553 with episode length of 117
Data collected from episode 2554 with episode length of 115
Data collected from episode 2555 with episode length of 120
Data collected from episode 2556 with episode length of 119
Data collected from episode 2557 with episode length of 120
Data collected from episode 2558 with episode length of 117
Data collected from episode 2559 with episode length of 62
Data collected from episode 2560 with episode length of 117
Data collected from episode 2561 with episode length of 39
Data collected from episode 2562 with episode length of 118
Data collected from episode 2563 with episode length of 29
Data collected from episode 2564 with episode length of 115
Data collected from episode 2565 with episode length of 116
Data collected from episode 2566 with episode length of 116
Data collected from episode 2567 with episode length of 118
Data collected from episode 2568 with episode length of 30
Data collected from episode 2569 with episode length of 116
Data collected from episode 2570 with episode length of 120
Data collected from episode 2571 with episode length of 119
Data collected from episode 2572 with episode length of 117
Data collected from episode 2573 with episode length of 120
Data collected from episode 2574 with episode length of 115
Data collected from episode 2575 with episode length of 42
Data collected from episode 2576 with episode length of 119
Data collected from episode 2577 with episode length of 115
Data collected from episode 2578 with episode length of 120
Data collected from episode 2579 with episode length of 40
Data collected from episode 2580 with episode length of 119
Data collected from episode 2581 with episode length of 115
Data collected from episode 2582 with episode length of 33
Data collected from episode 2583 with episode length of 43
Data collected from episode 2584 with episode length of 25
Data collected from episode 2585 with episode length of 120
Data collected from episode 2586 with episode length of 120
Data collected from episode 2587 with episode length of 119
Data collected from episode 2588 with episode length of 117
Data collected from episode 2589 with episode length of 118
Data collected from episode 2590 with episode length of 120
Data collected from episode 2591 with episode length of 119
Data collected from episode 2592 with episode length of 115
Data collected from episode 2593 with episode length of 23
Data collected from episode 2594 with episode length of 118
Data collected from episode 2595 with episode length of 117
Data collected from episode 2596 with episode length of 119
Data collected from episode 2597 with episode length of 26
Data collected from episode 2598 with episode length of 119
Data collected from episode 2599 with episode length of 119
Data collected from episode 2600 with episode length of 115
Data collected from episode 2601 with episode length of 120
Data collected from episode 2602 with episode length of 115
Data collected from episode 2603 with episode length of 53
Data collected from episode 2604 with episode length of 117
Data collected from episode 2605 with episode length of 119
Data collected from episode 2606 with episode length of 120
Data collected from episode 2607 with episode length of 116
Data collected from episode 2608 with episode length of 41
Data collected from episode 2609 with episode length of 119
Data collected from episode 2610 with episode length of 116
Data collected from episode 2611 with episode length of 117
Data collected from episode 2612 with episode length of 29
Data collected from episode 2613 with episode length of 115
Data collected from episode 2614 with episode length of 117
Data collected from episode 2615 with episode length of 118
Data collected from episode 2616 with episode length of 118
Data collected from episode 2617 with episode length of 21
Data collected from episode 2618 with episode length of 117
Data collected from episode 2619 with episode length of 115
Data collected from episode 2620 with episode length of 120
Data collected from episode 2621 with episode length of 120
Data collected from episode 2622 with episode length of 116
Data collected from episode 2623 with episode length of 118
Data collected from episode 2624 with episode length of 119
Data collected from episode 2625 with episode length of 117
Data collected from episode 2626 with episode length of 120
Data collected from episode 2627 with episode length of 116
Data collected from episode 2628 with episode length of 27
Data collected from episode 2629 with episode length of 28
Data collected from episode 2630 with episode length of 119
Data collected from episode 2631 with episode length of 117
Data collected from episode 2632 with episode length of 117
Data collected from episode 2633 with episode length of 120
Data collected from episode 2634 with episode length of 115
Data collected from episode 2635 with episode length of 120
Data collected from episode 2636 with episode length of 118
Data collected from episode 2637 with episode length of 120
Data collected from episode 2638 with episode length of 117
Data collected from episode 2639 with episode length of 117
Data collected from episode 2640 with episode length of 54
Data collected from episode 2641 with episode length of 116
Data collected from episode 2642 with episode length of 119
Data collected from episode 2643 with episode length of 115
Data collected from episode 2644 with episode length of 24
Data collected from episode 2645 with episode length of 116
Data collected from episode 2646 with episode length of 116
Data collected from episode 2647 with episode length of 119
Data collected from episode 2648 with episode length of 119
Data collected from episode 2649 with episode length of 38
Data collected from episode 2650 with episode length of 24
Data collected from episode 2651 with episode length of 115
Data collected from episode 2652 with episode length of 119
Data collected from episode 2653 with episode length of 37
Data collected from episode 2654 with episode length of 116
Data collected from episode 2655 with episode length of 117
Data collected from episode 2656 with episode length of 117
Data collected from episode 2657 with episode length of 116
Data collected from episode 2658 with episode length of 119
Data collected from episode 2659 with episode length of 22
Data collected from episode 2660 with episode length of 42
Data collected from episode 2661 with episode length of 115
Data collected from episode 2662 with episode length of 51
Data collected from episode 2663 with episode length of 116
Data collected from episode 2664 with episode length of 27
Data collected from episode 2665 with episode length of 116
Data collected from episode 2666 with episode length of 120
Data collected from episode 2667 with episode length of 120
Data collected from episode 2668 with episode length of 50
Data collected from episode 2669 with episode length of 120
Data collected from episode 2670 with episode length of 115
Data collected from episode 2671 with episode length of 118
Data collected from episode 2672 with episode length of 116
Data collected from episode 2673 with episode length of 119
Data collected from episode 2674 with episode length of 117
Data collected from episode 2675 with episode length of 119
Data collected from episode 2676 with episode length of 117
Data collected from episode 2677 with episode length of 116
Data collected from episode 2678 with episode length of 119
Data collected from episode 2679 with episode length of 118
Data collected from episode 2680 with episode length of 119
Data collected from episode 2681 with episode length of 117
Data collected from episode 2682 with episode length of 119
Data collected from episode 2683 with episode length of 41
Data collected from episode 2684 with episode length of 118
Data collected from episode 2685 with episode length of 118
Data collected from episode 2686 with episode length of 117
Data collected from episode 2687 with episode length of 119
Data collected from episode 2688 with episode length of 120
Data collected from episode 2689 with episode length of 43
Data collected from episode 2690 with episode length of 120
Data collected from episode 2691 with episode length of 30
Data collected from episode 2692 with episode length of 42
Data collected from episode 2693 with episode length of 27
Data collected from episode 2694 with episode length of 117
Data collected from episode 2695 with episode length of 20
Data collected from episode 2696 with episode length of 118
Data collected from episode 2697 with episode length of 116
Data collected from episode 2698 with episode length of 120
Data collected from episode 2699 with episode length of 119
Data collected from episode 2700 with episode length of 33
Data collected from episode 2701 with episode length of 33
Data collected from episode 2702 with episode length of 36
Data collected from episode 2703 with episode length of 38
Data collected from episode 2704 with episode length of 30
Data collected from episode 2705 with episode length of 117
Data collected from episode 2706 with episode length of 115
Data collected from episode 2707 with episode length of 116
Data collected from episode 2708 with episode length of 120
Data collected from episode 2709 with episode length of 118
Data collected from episode 2710 with episode length of 34
Data collected from episode 2711 with episode length of 117
Data collected from episode 2712 with episode length of 116
Data collected from episode 2713 with episode length of 118
Data collected from episode 2714 with episode length of 118
Data collected from episode 2715 with episode length of 25
Data collected from episode 2716 with episode length of 40
Data collected from episode 2717 with episode length of 118
Data collected from episode 2718 with episode length of 120
Data collected from episode 2719 with episode length of 116
Data collected from episode 2720 with episode length of 115
Data collected from episode 2721 with episode length of 119
Data collected from episode 2722 with episode length of 115
Data collected from episode 2723 with episode length of 119
Data collected from episode 2724 with episode length of 31
Data collected from episode 2725 with episode length of 117
Data collected from episode 2726 with episode length of 22
Data collected from episode 2727 with episode length of 116
Data collected from episode 2728 with episode length of 116
Data collected from episode 2729 with episode length of 120
Data collected from episode 2730 with episode length of 115
Data collected from episode 2731 with episode length of 20
Data collected from episode 2732 with episode length of 115
Data collected from episode 2733 with episode length of 117
Data collected from episode 2734 with episode length of 37
Data collected from episode 2735 with episode length of 120
Data collected from episode 2736 with episode length of 20
Data collected from episode 2737 with episode length of 41
Data collected from episode 2738 with episode length of 119
Data collected from episode 2739 with episode length of 120
Data collected from episode 2740 with episode length of 41
Data collected from episode 2741 with episode length of 119
Data collected from episode 2742 with episode length of 48
Data collected from episode 2743 with episode length of 119
Data collected from episode 2744 with episode length of 116
Data collected from episode 2745 with episode length of 90
Data collected from episode 2746 with episode length of 44
Data collected from episode 2747 with episode length of 28
Data collected from episode 2748 with episode length of 120
Data collected from episode 2749 with episode length of 115
Data collected from episode 2750 with episode length of 30
Data collected from episode 2751 with episode length of 120
Data collected from episode 2752 with episode length of 32
Data collected from episode 2753 with episode length of 21
Data collected from episode 2754 with episode length of 118
Data collected from episode 2755 with episode length of 66
Data collected from episode 2756 with episode length of 38
Data collected from episode 2757 with episode length of 117
Data collected from episode 2758 with episode length of 35
Data collected from episode 2759 with episode length of 31
Data collected from episode 2760 with episode length of 119
Data collected from episode 2761 with episode length of 120
Data collected from episode 2762 with episode length of 38
Data collected from episode 2763 with episode length of 30
Data collected from episode 2764 with episode length of 118
Data collected from episode 2765 with episode length of 118
Data collected from episode 2766 with episode length of 115
Data collected from episode 2767 with episode length of 32
Data collected from episode 2768 with episode length of 15
Data collected from episode 2769 with episode length of 117
Data collected from episode 2770 with episode length of 117
Data collected from episode 2771 with episode length of 120
Data collected from episode 2772 with episode length of 27
Data collected from episode 2773 with episode length of 120
Data collected from episode 2774 with episode length of 49
Data collected from episode 2775 with episode length of 44
Data collected from episode 2776 with episode length of 116
Data collected from episode 2777 with episode length of 37
Data collected from episode 2778 with episode length of 53
Data collected from episode 2779 with episode length of 118
Data collected from episode 2780 with episode length of 115
Data collected from episode 2781 with episode length of 119
Data collected from episode 2782 with episode length of 119
Data collected from episode 2783 with episode length of 118
Data collected from episode 2784 with episode length of 119
Data collected from episode 2785 with episode length of 24
Data collected from episode 2786 with episode length of 115
Data collected from episode 2787 with episode length of 117
Data collected from episode 2788 with episode length of 118
Data collected from episode 2789 with episode length of 37
Data collected from episode 2790 with episode length of 117
Data collected from episode 2791 with episode length of 120
Data collected from episode 2792 with episode length of 20
Data collected from episode 2793 with episode length of 116
Data collected from episode 2794 with episode length of 115
Data collected from episode 2795 with episode length of 120
Data collected from episode 2796 with episode length of 116
Data collected from episode 2797 with episode length of 115
Data collected from episode 2798 with episode length of 119
Data collected from episode 2799 with episode length of 21
Data collected from episode 2800 with episode length of 117
Data collected from episode 2801 with episode length of 117
Data collected from episode 2802 with episode length of 119
Data collected from episode 2803 with episode length of 120
Data collected from episode 2804 with episode length of 120
Data collected from episode 2805 with episode length of 116
Data collected from episode 2806 with episode length of 115
Data collected from episode 2807 with episode length of 61
Data collected from episode 2808 with episode length of 117
Data collected from episode 2809 with episode length of 51
Data collected from episode 2810 with episode length of 118
Data collected from episode 2811 with episode length of 118
Data collected from episode 2812 with episode length of 119
Data collected from episode 2813 with episode length of 46
Data collected from episode 2814 with episode length of 117
Data collected from episode 2815 with episode length of 116
Data collected from episode 2816 with episode length of 23
Data collected from episode 2817 with episode length of 117
Data collected from episode 2818 with episode length of 26
Data collected from episode 2819 with episode length of 119
Data collected from episode 2820 with episode length of 119
Data collected from episode 2821 with episode length of 115
Data collected from episode 2822 with episode length of 116
Data collected from episode 2823 with episode length of 120
Data collected from episode 2824 with episode length of 116
Data collected from episode 2825 with episode length of 120
Data collected from episode 2826 with episode length of 32
Data collected from episode 2827 with episode length of 58
Data collected from episode 2828 with episode length of 117
Data collected from episode 2829 with episode length of 116
Data collected from episode 2830 with episode length of 117
Data collected from episode 2831 with episode length of 54
Data collected from episode 2832 with episode length of 120
Data collected from episode 2833 with episode length of 116
Data collected from episode 2834 with episode length of 32
Data collected from episode 2835 with episode length of 21
Data collected from episode 2836 with episode length of 120
Data collected from episode 2837 with episode length of 16
Data collected from episode 2838 with episode length of 118
Data collected from episode 2839 with episode length of 116
Data collected from episode 2840 with episode length of 120
Data collected from episode 2841 with episode length of 116
Data collected from episode 2842 with episode length of 45
Data collected from episode 2843 with episode length of 43
Data collected from episode 2844 with episode length of 118
Data collected from episode 2845 with episode length of 116
Data collected from episode 2846 with episode length of 116
Data collected from episode 2847 with episode length of 115
Data collected from episode 2848 with episode length of 33
Data collected from episode 2849 with episode length of 120
Data collected from episode 2850 with episode length of 34
Data collected from episode 2851 with episode length of 118
Data collected from episode 2852 with episode length of 39
Data collected from episode 2853 with episode length of 117
Data collected from episode 2854 with episode length of 22
Data collected from episode 2855 with episode length of 119
Data collected from episode 2856 with episode length of 120
Data collected from episode 2857 with episode length of 115
Data collected from episode 2858 with episode length of 120
Data collected from episode 2859 with episode length of 119
Data collected from episode 2860 with episode length of 115
Data collected from episode 2861 with episode length of 116
Data collected from episode 2862 with episode length of 35
Data collected from episode 2863 with episode length of 115
Data collected from episode 2864 with episode length of 117
Data collected from episode 2865 with episode length of 116
Data collected from episode 2866 with episode length of 117
Data collected from episode 2867 with episode length of 118
Data collected from episode 2868 with episode length of 116
Data collected from episode 2869 with episode length of 119
Data collected from episode 2870 with episode length of 31
Data collected from episode 2871 with episode length of 42
Data collected from episode 2872 with episode length of 118
Data collected from episode 2873 with episode length of 118
Data collected from episode 2874 with episode length of 9
Data collected from episode 2875 with episode length of 118
Data collected from episode 2876 with episode length of 69
Data collected from episode 2877 with episode length of 117
Data collected from episode 2878 with episode length of 29
Data collected from episode 2879 with episode length of 29
Data collected from episode 2880 with episode length of 120
Data collected from episode 2881 with episode length of 22
Data collected from episode 2882 with episode length of 119
Data collected from episode 2883 with episode length of 115
Data collected from episode 2884 with episode length of 118
Data collected from episode 2885 with episode length of 118
Data collected from episode 2886 with episode length of 119
Data collected from episode 2887 with episode length of 24
Data collected from episode 2888 with episode length of 115
Data collected from episode 2889 with episode length of 117
Data collected from episode 2890 with episode length of 117
Data collected from episode 2891 with episode length of 120
Data collected from episode 2892 with episode length of 116
Data collected from episode 2893 with episode length of 116
Data collected from episode 2894 with episode length of 64
Data collected from episode 2895 with episode length of 37
Data collected from episode 2896 with episode length of 27
Data collected from episode 2897 with episode length of 118
Data collected from episode 2898 with episode length of 36
Data collected from episode 2899 with episode length of 119
Data collected from episode 2900 with episode length of 119
Data collected from episode 2901 with episode length of 119
Data collected from episode 2902 with episode length of 116
Data collected from episode 2903 with episode length of 38
Data collected from episode 2904 with episode length of 32
Data collected from episode 2905 with episode length of 119
Data collected from episode 2906 with episode length of 119
Data collected from episode 2907 with episode length of 120
Data collected from episode 2908 with episode length of 34
Data collected from episode 2909 with episode length of 116
Data collected from episode 2910 with episode length of 117
Data collected from episode 2911 with episode length of 117
Data collected from episode 2912 with episode length of 120
Data collected from episode 2913 with episode length of 42
Data collected from episode 2914 with episode length of 120
Data collected from episode 2915 with episode length of 119
Data collected from episode 2916 with episode length of 118
Data collected from episode 2917 with episode length of 119
Data collected from episode 2918 with episode length of 120
Data collected from episode 2919 with episode length of 116
Data collected from episode 2920 with episode length of 43
Data collected from episode 2921 with episode length of 120
Data collected from episode 2922 with episode length of 47
Data collected from episode 2923 with episode length of 117
Data collected from episode 2924 with episode length of 116
Data collected from episode 2925 with episode length of 115
Data collected from episode 2926 with episode length of 119
Data collected from episode 2927 with episode length of 118
Data collected from episode 2928 with episode length of 120
Data collected from episode 2929 with episode length of 40
Data collected from episode 2930 with episode length of 97
Data collected from episode 2931 with episode length of 117
Data collected from episode 2932 with episode length of 116
Data collected from episode 2933 with episode length of 115
Data collected from episode 2934 with episode length of 117
Data collected from episode 2935 with episode length of 119
Data collected from episode 2936 with episode length of 55
Data collected from episode 2937 with episode length of 119
Data collected from episode 2938 with episode length of 117
Data collected from episode 2939 with episode length of 24
Data collected from episode 2940 with episode length of 118
Data collected from episode 2941 with episode length of 21
Data collected from episode 2942 with episode length of 120
Data collected from episode 2943 with episode length of 118
Data collected from episode 2944 with episode length of 116
Data collected from episode 2945 with episode length of 119
Data collected from episode 2946 with episode length of 120
Data collected from episode 2947 with episode length of 118
Data collected from episode 2948 with episode length of 117
Data collected from episode 2949 with episode length of 118
Data collected from episode 2950 with episode length of 117
Data collected from episode 2951 with episode length of 115
Data collected from episode 2952 with episode length of 119
Data collected from episode 2953 with episode length of 115
Data collected from episode 2954 with episode length of 119
Data collected from episode 2955 with episode length of 118
Data collected from episode 2956 with episode length of 117
Data collected from episode 2957 with episode length of 23
Data collected from episode 2958 with episode length of 117
Data collected from episode 2959 with episode length of 117
Data collected from episode 2960 with episode length of 118
Data collected from episode 2961 with episode length of 118
Data collected from episode 2962 with episode length of 37
Data collected from episode 2963 with episode length of 119
Data collected from episode 2964 with episode length of 34
Data collected from episode 2965 with episode length of 119
Data collected from episode 2966 with episode length of 120
Data collected from episode 2967 with episode length of 38
Data collected from episode 2968 with episode length of 116
Data collected from episode 2969 with episode length of 116
Data collected from episode 2970 with episode length of 28
Data collected from episode 2971 with episode length of 116
Data collected from episode 2972 with episode length of 19
Data collected from episode 2973 with episode length of 120
Data collected from episode 2974 with episode length of 117
Data collected from episode 2975 with episode length of 120
Data collected from episode 2976 with episode length of 119
Data collected from episode 2977 with episode length of 119
Data collected from episode 2978 with episode length of 27
Data collected from episode 2979 with episode length of 115
Data collected from episode 2980 with episode length of 118
Data collected from episode 2981 with episode length of 116
Data collected from episode 2982 with episode length of 119
Data collected from episode 2983 with episode length of 116
Data collected from episode 2984 with episode length of 37
Data collected from episode 2985 with episode length of 116
Data collected from episode 2986 with episode length of 30
Data collected from episode 2987 with episode length of 120
Data collected from episode 2988 with episode length of 38
Data collected from episode 2989 with episode length of 116
Data collected from episode 2990 with episode length of 115
Data collected from episode 2991 with episode length of 16
Data collected from episode 2992 with episode length of 119
Data collected from episode 2993 with episode length of 115
Data collected from episode 2994 with episode length of 120
Data collected from episode 2995 with episode length of 116
Data collected from episode 2996 with episode length of 115
Data collected from episode 2997 with episode length of 118
Data collected from episode 2998 with episode length of 116
Data collected from episode 2999 with episode length of 116
Data collected from episode 3000 with episode length of 118
Data collected from episode 3001 with episode length of 23
Data collected from episode 3002 with episode length of 116
Data collected from episode 3003 with episode length of 118
Data collected from episode 3004 with episode length of 115
Data collected from episode 3005 with episode length of 117
Data collected from episode 3006 with episode length of 43
Data collected from episode 3007 with episode length of 117
Data collected from episode 3008 with episode length of 37
Data collected from episode 3009 with episode length of 116
Data collected from episode 3010 with episode length of 27
Data collected from episode 3011 with episode length of 115
Data collected from episode 3012 with episode length of 102
Data collected from episode 3013 with episode length of 37
Data collected from episode 3014 with episode length of 119
Data collected from episode 3015 with episode length of 115
Data collected from episode 3016 with episode length of 115
Data collected from episode 3017 with episode length of 120
Data collected from episode 3018 with episode length of 118
Data collected from episode 3019 with episode length of 45
Data collected from episode 3020 with episode length of 119
Data collected from episode 3021 with episode length of 116
Data collected from episode 3022 with episode length of 30
Data collected from episode 3023 with episode length of 120
Data collected from episode 3024 with episode length of 34
Data collected from episode 3025 with episode length of 120
Data collected from episode 3026 with episode length of 120
Data collected from episode 3027 with episode length of 118
Data collected from episode 3028 with episode length of 39
Data collected from episode 3029 with episode length of 21
Data collected from episode 3030 with episode length of 116
Data collected from episode 3031 with episode length of 48
Data collected from episode 3032 with episode length of 37
Data collected from episode 3033 with episode length of 84
Data collected from episode 3034 with episode length of 120
Data collected from episode 3035 with episode length of 26
Data collected from episode 3036 with episode length of 118
Data collected from episode 3037 with episode length of 117
Data collected from episode 3038 with episode length of 118
Data collected from episode 3039 with episode length of 67
Data collected from episode 3040 with episode length of 118
Data collected from episode 3041 with episode length of 116
Data collected from episode 3042 with episode length of 118
Data collected from episode 3043 with episode length of 24
Data collected from episode 3044 with episode length of 117
Data collected from episode 3045 with episode length of 118
Data collected from episode 3046 with episode length of 116
Data collected from episode 3047 with episode length of 118
Data collected from episode 3048 with episode length of 119
Data collected from episode 3049 with episode length of 116
Data collected from episode 3050 with episode length of 117
Data collected from episode 3051 with episode length of 120
Data collected from episode 3052 with episode length of 12
Data collected from episode 3053 with episode length of 33
Data collected from episode 3054 with episode length of 119
Data collected from episode 3055 with episode length of 118
Data collected from episode 3056 with episode length of 118
Data collected from episode 3057 with episode length of 115
Data collected from episode 3058 with episode length of 117
Data collected from episode 3059 with episode length of 117
Data collected from episode 3060 with episode length of 38
Data collected from episode 3061 with episode length of 117
Data collected from episode 3062 with episode length of 120
Data collected from episode 3063 with episode length of 117
Data collected from episode 3064 with episode length of 119
Data collected from episode 3065 with episode length of 116
Data collected from episode 3066 with episode length of 120
Data collected from episode 3067 with episode length of 115
Data collected from episode 3068 with episode length of 120
Data collected from episode 3069 with episode length of 19
Data collected from episode 3070 with episode length of 120
Data collected from episode 3071 with episode length of 115
Data collected from episode 3072 with episode length of 117
Data collected from episode 3073 with episode length of 31
Data collected from episode 3074 with episode length of 119
Data collected from episode 3075 with episode length of 115
Data collected from episode 3076 with episode length of 119
Data collected from episode 3077 with episode length of 116
Data collected from episode 3078 with episode length of 26
Data collected from episode 3079 with episode length of 120
Data collected from episode 3080 with episode length of 119
Data collected from episode 3081 with episode length of 117
Data collected from episode 3082 with episode length of 118
Data collected from episode 3083 with episode length of 116
Data collected from episode 3084 with episode length of 120
Data collected from episode 3085 with episode length of 119
Data collected from episode 3086 with episode length of 117
Data collected from episode 3087 with episode length of 117
Data collected from episode 3088 with episode length of 120
Data collected from episode 3089 with episode length of 14
Data collected from episode 3090 with episode length of 116
Data collected from episode 3091 with episode length of 116
Data collected from episode 3092 with episode length of 118
Data collected from episode 3093 with episode length of 115
Data collected from episode 3094 with episode length of 120
Data collected from episode 3095 with episode length of 115
Data collected from episode 3096 with episode length of 120
Data collected from episode 3097 with episode length of 115
Data collected from episode 3098 with episode length of 117
Data collected from episode 3099 with episode length of 115
Data collected from episode 3100 with episode length of 118
Data collected from episode 3101 with episode length of 29
Data collected from episode 3102 with episode length of 119
Data collected from episode 3103 with episode length of 119
Data collected from episode 3104 with episode length of 119
Data collected from episode 3105 with episode length of 120
Data collected from episode 3106 with episode length of 51
Data collected from episode 3107 with episode length of 117
Data collected from episode 3108 with episode length of 118
Data collected from episode 3109 with episode length of 120
Data collected from episode 3110 with episode length of 117
Data collected from episode 3111 with episode length of 120
Data collected from episode 3112 with episode length of 118
Data collected from episode 3113 with episode length of 27
Data collected from episode 3114 with episode length of 119
Data collected from episode 3115 with episode length of 118
Data collected from episode 3116 with episode length of 119
Data collected from episode 3117 with episode length of 115
Data collected from episode 3118 with episode length of 82
Data collected from episode 3119 with episode length of 115
Data collected from episode 3120 with episode length of 115
Data collected from episode 3121 with episode length of 29
Data collected from episode 3122 with episode length of 29
Data collected from episode 3123 with episode length of 116
Data collected from episode 3124 with episode length of 41
Data collected from episode 3125 with episode length of 120
Data collected from episode 3126 with episode length of 115
Data collected from episode 3127 with episode length of 118
Data collected from episode 3128 with episode length of 118
Data collected from episode 3129 with episode length of 115
Data collected from episode 3130 with episode length of 119
Data collected from episode 3131 with episode length of 118
Data collected from episode 3132 with episode length of 118
Data collected from episode 3133 with episode length of 119
Data collected from episode 3134 with episode length of 115
Data collected from episode 3135 with episode length of 27
Data collected from episode 3136 with episode length of 26
Data collected from episode 3137 with episode length of 37
Data collected from episode 3138 with episode length of 117
Data collected from episode 3139 with episode length of 21
Data collected from episode 3140 with episode length of 115
